,unique_id,F7a,F7bA1,F7cA1,F7d,F7e,F7f,einkommen,F7g,F7h,F7i,F7j,F7k,F7lA1,F7mA1,F7n,F7o,wave_first
1485,IDDE102097,2,4600,66,1,1,1,4,6,10,11,5,3,1,0,9,1,2
1486,IDDE102098,2,30855,19,1,2,2,9,6,1,13,2,8,5,3,2,13,2
1487,IDDE102099,1,1309,43,1,1,1,8,6,11,7,1,1,4,2,9,3,2
1488,IDDE102100,1,76764,26,1,1,1,1,6,13,11,7,6,1,0,2,13,2
1489,IDDE102101,1,30625,26,1,1,1,3,3,1,8,1,6,2,0,9,8,2
1490,IDDE102102,2,97653,50,1,1,1,3,3,1,4,1,6,1,0,1,5,2
1491,IDDE102103,2,44379,54,1,1,1,1,3,1,7,8,6,1,0,9,15,2
1492,IDDE102104,1,23556,38,1,1,1,8,3,1,11,1,8,2,0,8,8,2
1493,IDDE102105,1,55459,71,1,1,1,1,6,10,7,5,2,2,0,9,2,2
1494,IDDE102106,1,23829,68,1,1,1,10,6,10,11,2,1,4,2,2,1,2
1495,IDDE102107,2,13053,23,1,1,1,4,6,1,1,1,6,2,0,9,4,2
1496,IDDE102108,1,24837,60,1,1,1,1,3,1,6,9,4,1,0,2,7,2
1497,IDDE102109,1,71711,68,1,1,1,6,5,7,12,5,1,2,0,9,1,2
1498,IDDE102110,1,41466,18,2,2,2,10,6,1,1,7,6,5,1,6,1,2
1499,IDDE102111,1,49757,35,1,1,1,9,7,11,13,1,1,2,0,9,15,2
1500,IDDE102112,2,16244,45,1,1,1,7,6,1,4,1,6,2,0,10,5,2
1501,IDDE102113,2,94072,65,1,1,1,8,5,3,8,5,1,2,0,9,5,2
1502,IDDE102114,2,63825,74,1,1,1,7,4,1,1,5,3,2,0,8,3,2
1503,IDDE102115,2,76131,56,1,1,1,6,7,15,13,3,1,2,0,10,15,2
1504,IDDE102116,2,78194,21,1,1,1,6,6,1,10,2,1,3,1,9,9,2
1505,IDDE102117,1,74074,57,1,1,1,9,4,1,7,1,1,6,1,2,7,2
1506,IDDE102118,2,83370,39,1,1,1,9,3,1,2,9,6,3,0,3,6,2
1507,IDDE102119,2,24114,66,1,1,1,8,4,1,6,1,1,2,0,2,3,2
1508,IDDE102120,1,44145,39,1,1,1,5,4,15,11,1,6,2,0,1,14,2
1509,IDDE102121,2,10827,30,1,2,1,6,6,5,7,1,6,1,0,2,2,2
1510,IDDE102122,2,34128,20,1,2,2,1,6,1,1,2,6,4,2,5,14,2
1511,IDDE102123,1,31785,19,1,1,1,5,4,15,13,12,6,1,0,9,15,2
1512,IDDE102124,2,21031,60,1,1,1,2,4,14,7,6,1,2,0,9,3,2
1513,IDDE102125,1,55126,49,1,1,1,4,6,1,6,1,6,1,0,9,1,2
1514,IDDE102126,1,88250,68,1,1,1,6,5,3,11,5,1,2,0,2,4,2
1515,IDDE102127,1,55131,56,1,1,1,1,6,10,11,1,2,3,1,10,1,2
1516,IDDE102128,2,52080,22,1,1,2,4,6,1,1,7,6,5,0,6,13,2
1517,IDDE102129,2,23560,70,1,1,1,8,7,3,11,5,4,2,0,9,3,2
1518,IDDE102130,2,33824,23,1,1,1,4,4,1,6,1,6,1,0,2,3,2
1519,IDDE102131,1,20249,32,1,1,1,6,6,1,11,1,6,3,1,10,4,2
1520,IDDE102132,1,12247,72,1,1,1,7,4,3,5,5,1,2,0,9,1,2
1521,IDDE102133,2,70376,43,1,1,1,9,6,7,11,1,1,4,2,9,2,2
1522,IDDE102134,1,12105,39,2,2,2,7,4,1,6,1,1,4,2,6,4,2
1523,IDDE102135,2,78166,55,1,2,1,5,4,1,4,10,1,2,0,1,5,2
1524,IDDE102136,1,74080,35,1,1,1,10,6,11,1,1,6,1,0,9,2,2
1525,IDDE102137,2,47053,64,1,1,1,2,3,1,7,5,4,1,0,2,14,2
1526,IDDE102138,2,77709,34,1,1,1,8,5,5,7,2,6,2,0,9,3,2
1527,IDDE102139,2,50169,44,1,1,1,1,3,11,2,5,4,1,0,2,15,2
1528,IDDE102140,1,97422,63,1,2,1,7,4,1,6,3,6,2,0,1,7,2
1529,IDDE102141,2,28329,61,1,1,1,7,4,9,2,2,1,3,1,2,8,2
1530,IDDE102142,1,51063,50,1,1,1,8,5,9,10,1,8,2,0,9,4,2
1531,IDDE102143,1,55232,32,1,2,2,7,6,8,10,1,6,1,0,9,2,2
1532,IDDE102144,1,79263,71,1,1,1,7,5,3,7,1,2,2,0,9,3,2
1533,IDDE102145,1,66606,81,1,1,1,6,6,9,1,5,1,20,0,1,1,2
1534,IDDE102146,2,33034,51,1,1,1,6,3,13,2,9,1,3,1,2,9,2
1535,IDDE102147,2,72636,53,2,2,2,3,3,15,13,8,1,3,1,9,15,2
1536,IDDE102148,2,92711,29,1,1,1,9,4,15,13,5,1,4,2,1,15,2
1537,IDDE102149,2,53819,52,1,1,1,9,4,1,7,1,1,2,0,9,3,2
1538,IDDE102150,1,13629,62,1,1,1,7,6,1,10,1,1,3,1,9,8,2
1539,IDDE102151,1,59494,49,1,1,1,10,4,1,4,1,4,5,3,10,5,2
1540,IDDE102152,2,44797,75,1,1,1,1,3,1,7,5,3,1,0,1,15,2
1541,IDDE102153,1,94538,53,1,1,1,8,4,1,10,1,1,3,1,1,5,2
1542,IDDE102154,1,22175,64,1,1,1,8,6,10,10,5,1,2,0,9,1,2
1543,IDDE102155,1,69483,61,1,1,1,4,4,1,4,1,1,2,0,9,7,2
1544,IDDE102156,1,40231,65,1,1,1,6,4,4,7,5,1,2,0,9,3,2
1545,IDDE102157,2,13591,88,1,1,1,3,5,5,11,5,8,1,0,1,6,2
1546,IDDE102158,1,64807,49,1,1,2,9,6,10,7,1,1,2,0,9,4,2
1547,IDDE102159,2,17309,68,1,1,1,1,6,13,10,5,3,1,0,9,1,2
1548,IDDE102160,1,40764,21,1,2,1,5,5,1,6,2,6,3,0,1,12,2
1549,IDDE102161,1,67550,33,1,1,1,10,6,8,13,1,6,2,0,9,1,2
1550,IDDE102162,1,47226,59,1,1,1,1,4,1,6,8,6,1,0,2,5,2
1551,IDDE102163,2,95326,29,1,1,1,5,4,1,6,1,2,2,0,1,7,2
1552,IDDE102164,1,26180,54,1,1,1,10,6,10,6,1,1,4,2,2,4,2
1553,IDDE102165,2,88138,54,2,2,2,8,3,1,7,1,1,2,0,1,3,2
1554,IDDE102166,2,29525,28,1,1,1,1,4,1,12,9,6,1,0,3,15,2
1555,IDDE102167,2,40489,85,1,1,1,3,6,6,7,5,3,1,0,1,3,2
1556,IDDE102168,2,41334,32,1,1,1,9,6,7,1,2,1,2,0,9,3,2
1557,IDDE102169,1,60311,35,1,1,1,10,6,10,10,1,1,5,3,10,2,2
1558,IDDE102170,1,13055,45,1,1,1,8,6,1,7,1,6,2,0,9,3,2
1559,IDDE102171,2,83052,58,1,1,1,6,4,13,3,3,1,3,1,1,15,2
1560,IDDE102172,2,64385,34,1,1,1,8,4,1,7,2,1,3,1,9,3,2
1561,IDDE102173,1,40472,72,1,1,1,9,6,10,6,5,1,2,0,9,1,2
1562,IDDE102174,2,63110,72,1,2,1,7,4,1,3,5,1,2,0,2,3,2
1563,IDDE102175,1,6132,70,1,1,1,7,4,5,10,2,1,2,0,9,8,2
1564,IDDE102176,1,53115,72,1,1,2,6,6,12,11,5,6,1,0,9,1,2
1565,IDDE102177,1,22880,45,1,1,1,8,4,7,10,1,2,1,0,9,2,2
1566,IDDE102178,1,40822,36,1,1,1,7,4,6,10,1,1,4,2,1,7,2
1567,IDDE102179,2,28205,72,1,1,1,4,4,1,7,5,4,1,0,9,3,2
1568,IDDE102180,2,59379,27,1,1,1,5,5,11,4,1,6,1,0,2,5,2
1569,IDDE102181,2,53111,27,1,1,1,4,6,1,1,7,6,2,0,1,13,2
1570,IDDE102182,2,98617,40,1,1,1,7,6,1,7,1,1,3,1,9,3,2
1571,IDDE102183,2,79379,31,1,1,1,7,4,15,7,1,6,2,0,9,4,2
1572,IDDE102184,2,35066,55,1,1,1,4,7,3,8,5,1,2,0,2,15,2
1573,IDDE102185,1,17098,32,1,1,1,6,4,1,7,1,1,3,1,9,3,2
1574,IDDE102186,2,45891,73,1,1,1,1,3,1,2,5,4,1,0,2,15,2
1575,IDDE102187,1,18258,46,1,1,1,8,5,1,11,1,1,3,1,9,3,2
1576,IDDE102188,2,13599,71,1,1,1,4,3,15,7,5,1,2,0,9,3,2
1577,IDDE102189,2,34454,53,1,1,1,3,3,4,12,9,1,2,0,2,15,2
1578,IDDE102190,1,52134,59,1,1,1,10,6,13,10,1,6,1,0,1,3,2
1579,IDDE102191,2,70825,26,1,2,2,7,4,1,4,10,1,4,2,3,5,2
15,IDDE100608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,IDDE100438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,IDDE102203,1,48351,23,1,1,1,10,6,10,8,1,6,4,0,2,5,4
99,IDDE101352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,IDDE101338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,IDDE102205,2,50523,22,1,1,1,2,6,6,12,7,6,1,0,1,13,4
143,IDDE100506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,IDDE102200,1,35418,35,1,1,1,8,7,11,1,1,1,2,0,9,1,4
216,IDDE100767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,IDDE102221,1,97424,39,1,1,1,6,6,3,12,1,1,5,3,9,3,4
267,IDDE100365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,IDDE102193,1,88677,25,1,1,2,2,4,1,1,7,6,1,0,9,12,4
329,IDDE102217,2,22145,35,1,1,1,8,6,1,7,6,1,4,2,9,3,4
401,IDDE100198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,IDDE101224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,IDDE102210,2,2894,40,1,1,1,8,4,1,7,1,1,3,1,9,3,4
506,IDDE100694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525,IDDE100728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,IDDE102199,2,92318,29,1,1,1,9,5,8,10,1,6,2,0,9,3,4
536,IDDE102209,2,41540,29,1,1,1,8,4,1,4,1,1,2,0,9,4,4
674,IDDE101544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,IDDE100740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,IDDE101399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
708,IDDE100984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
724,IDDE100456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
743,IDDE100773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
752,IDDE100146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
778,IDDE101191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
790,IDDE100872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,IDDE102196,4,66123,39,1,1,1,5,5,15,7,11,8,1,0,9,5,4
804,IDDE100141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
820,IDDE101531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,IDDE100514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
886,IDDE102225,2,8107,32,1,1,1,2,4,1,2,2,1,5,2,9,3,4
891,IDDE100049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
900,IDDE102204,2,81543,21,1,2,2,2,6,1,1,7,6,1,0,9,13,4
905,IDDE101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,IDDE101474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
946,IDDE101580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
970,IDDE101042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
977,IDDE102218,2,69469,18,1,1,1,10,6,10,13,1,6,4,1,1,13,4
996,IDDE102197,2,59229,27,1,1,1,5,4,1,4,12,1,4,2,6,14,4
1004,IDDE100559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1022,IDDE102226,1,39108,22,1,1,1,3,6,1,13,1,6,1,0,9,3,4
1053,IDDE100927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1061,IDDE100828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,IDDE100980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1084,IDDE101057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1094,IDDE100831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1102,IDDE101501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1104,IDDE102207,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,9,3,4
1107,IDDE102202,2,39122,46,1,1,1,7,6,1,8,1,1,5,3,9,5,4
1109,IDDE100725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1134,IDDE102215,2,49632,36,1,1,1,1,6,7,8,7,6,1,0,1,13,4
1145,IDDE101155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146,IDDE100380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,IDDE102219,1,72074,23,1,1,1,2,4,1,4,1,7,2,0,9,3,4
1207,IDDE102213,2,12359,31,1,1,1,1,4,1,1,10,1,2,0,8,14,4
1268,IDDE102206,2,47051,61,1,1,1,3,6,1,7,8,1,2,0,2,3,4
1280,IDDE102198,2,99085,27,1,1,2,4,6,7,1,1,6,1,0,10,1,4
1332,IDDE101961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1333,IDDE100611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1339,IDDE101201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,IDDE102214,2,13583,29,1,1,1,1,3,15,7,1,1,1,0,9,3,4
1369,IDDE101026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1373,IDDE102220,2,13403,62,2,2,1,8,5,1,8,5,1,2,0,1,7,4
1404,IDDE102195,2,12209,70,1,1,1,4,4,1,5,5,4,1,0,1,3,4
1422,IDDE102212,2,25335,28,1,2,2,10,5,1,7,2,6,3,0,1,4,4
1426,IDDE100833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1427,IDDE101417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1428,IDDE102201,1,6112,27,1,1,1,10,7,9,10,1,6,2,0,9,10,4
1442,IDDE100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1446,IDDE102223,1,94474,28,1,1,1,10,5,1,12,1,1,2,0,9,1,4
1452,IDDE102211,2,7545,22,1,1,1,5,6,1,1,7,6,2,0,9,13,4
1454,IDDE100812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1457,IDDE102194,2,51143,20,1,2,2,9,5,10,13,7,6,5,0,6,3,4
1459,IDDE102222,2,35041,21,1,2,1,1,4,1,1,8,6,1,0,9,12,4
1469,IDDE100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1471,IDDE102216,2,14193,75,1,1,1,5,5,1,8,5,5,1,0,2,14,4
1518,IDDE102208,2,16321,49,1,1,1,4,4,15,13,2,1,4,2,3,15,4
1537,IDDE102192,2,27711,86,1,1,1,5,4,15,2,5,3,1,0,2,3,4
1544,IDDE100641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1551,IDDE100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1555,IDDE101398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1566,IDDE102224,2,99817,25,1,1,1,7,4,15,11,3,1,5,3,2,4,4
1582,IDDE101350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,IDDE100459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,IDDE101541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,IDDE102227,2,24943,38,1,1,1,9,6,1,11,2,1,4,2,9,3,5
247,IDDE101122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,IDDE100903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,IDDE100971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,IDDE102069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
427,IDDE101833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
444,IDDE100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,IDDE100894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,IDDE102228,2,99092,70,1,1,1,1,4,1,7,5,1,2,0,9,4,5
593,IDDE100705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632,IDDE102229,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,10,3,5
842,IDDE100491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
895,IDDE100064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
977,IDDE102230,1,26810,38,1,1,1,8,5,1,7,1,1,4,2,2,3,5
978,IDDE102231,2,27809,34,1,1,1,6,6,11,10,1,6,1,0,9,3,5
980,IDDE102232,1,12524,53,1,1,1,7,4,1,8,1,1,3,1,9,7,5
981,IDDE102233,1,40625,40,1,1,1,6,5,1,11,1,1,3,1,9,3,5
982,IDDE102234,1,97074,22,1,1,1,10,6,1,1,2,6,1,0,9,4,5
983,IDDE102235,1,44145,22,1,2,2,6,6,1,1,8,6,3,0,6,3,5
984,IDDE102236,2,76694,82,1,1,1,8,5,3,11,5,1,2,0,9,1,5
986,IDDE102237,1,49828,68,1,1,1,5,3,1,6,5,1,3,1,2,7,5
988,IDDE102238,1,14471,58,1,1,1,9,4,11,5,1,4,1,0,2,1,5
989,IDDE102239,2,92345,54,1,1,1,10,3,15,11,1,1,4,2,1,14,5
990,IDDE102240,2,65604,43,1,1,1,1,6,3,11,1,1,4,2,10,15,5
991,IDDE102241,1,58097,47,1,1,1,8,4,1,7,1,1,4,2,2,15,5
992,IDDE102242,1,88427,61,1,1,1,8,6,4,1,2,1,3,1,1,3,5
994,IDDE102243,1,99817,49,1,1,1,9,5,4,10,1,1,2,0,9,3,5
996,IDDE102244,1,70469,76,1,1,1,8,5,10,10,5,1,2,0,2,2,5
997,IDDE102245,1,44369,61,1,1,1,9,6,15,10,5,1,2,0,9,7,5
998,IDDE102246,1,85354,39,1,1,1,7,6,12,11,1,4,1,0,2,15,5
1000,IDDE102247,2,64646,47,1,1,1,7,4,15,7,2,1,3,1,9,4,5
1004,IDDE102248,1,45149,22,1,1,1,5,6,9,5,2,6,4,1,9,2,5
1005,IDDE102249,1,46399,28,1,1,1,6,4,1,8,1,6,1,0,9,7,5
1006,IDDE102250,2,31558,20,1,1,1,5,6,1,1,7,6,2,0,9,15,5
1007,IDDE102251,2,32657,28,1,1,1,8,6,1,6,1,1,2,0,10,4,5
1008,IDDE102252,2,38226,31,1,2,2,10,5,5,13,1,6,4,0,6,3,5
1009,IDDE102253,2,33014,39,2,2,2,8,6,5,8,1,1,8,5,2,3,5
1010,IDDE102254,2,53332,21,1,1,1,1,6,1,1,7,6,1,0,9,13,5
1011,IDDE102255,1,99817,25,1,1,1,7,6,11,11,2,6,3,0,2,2,5
1012,IDDE102256,1,68163,63,1,1,1,6,4,1,10,9,6,1,0,9,3,5
1013,IDDE102257,2,44147,26,1,1,1,2,6,7,1,1,6,1,0,1,13,5
1014,IDDE102258,2,60385,32,1,1,1,5,6,2,1,2,2,3,1,9,6,5
1015,IDDE102259,1,48599,35,1,1,1,6,7,2,3,1,1,4,2,2,7,5
1016,IDDE102260,2,13403,32,1,2,2,8,5,1,1,1,1,4,2,6,5,5
1017,IDDE102261,1,60326,37,1,1,1,10,6,10,1,1,6,2,0,9,3,5
1018,IDDE102262,1,23564,32,1,1,1,9,5,6,11,1,1,2,0,2,1,5
1019,IDDE102263,2,70197,28,1,1,1,6,6,11,7,1,6,3,0,2,2,5
1020,IDDE102264,2,4105,48,1,1,1,9,6,10,7,3,6,4,2,9,1,5
1021,IDDE102265,1,63667,46,1,1,1,1,2,1,1,8,4,1,0,9,8,5
1022,IDDE102266,2,16515,21,1,1,1,3,4,1,4,1,6,1,0,9,5,5
1023,IDDE102267,2,93053,44,1,1,1,10,6,10,13,1,6,1,0,9,2,5
1024,IDDE102268,1,86633,67,1,1,1,6,4,1,7,5,1,2,0,1,15,5
1025,IDDE102269,1,52066,18,1,1,1,9,6,1,1,3,6,3,1,3,13,5
1026,IDDE102270,2,44797,27,1,2,2,8,6,7,1,1,6,5,0,9,5,5
1027,IDDE102271,2,24944,44,1,1,1,1,4,15,11,2,6,3,2,10,5,5
1028,IDDE102272,2,56567,33,1,1,1,6,5,1,11,10,1,4,2,2,6,5
1029,IDDE102273,2,99817,21,1,1,1,8,5,1,7,1,6,2,0,9,3,5
1030,IDDE102274,1,68199,46,1,1,1,8,4,1,5,1,1,4,2,9,3,5
1031,IDDE102275,2,18069,34,1,1,1,9,4,1,8,1,4,4,2,9,5,5
1032,IDDE102276,1,52399,21,1,1,1,10,6,5,1,7,6,4,1,1,13,5
1033,IDDE102277,2,16928,24,1,1,1,2,4,1,7,2,6,1,0,9,4,5
1034,IDDE102278,1,64823,58,1,1,1,2,4,1,7,2,1,4,2,2,8,5
1035,IDDE102279,1,49201,39,1,1,1,7,4,6,10,1,6,1,0,9,8,5
1036,IDDE102280,2,83624,53,1,1,1,6,4,1,11,1,4,1,0,9,2,5
1037,IDDE102281,2,10439,30,1,1,1,7,6,8,11,1,6,1,0,9,2,5
1038,IDDE102282,2,36205,21,1,1,1,7,4,1,6,1,6,2,0,9,7,5
1039,IDDE102283,2,26215,22,1,1,1,8,6,1,1,7,6,1,0,2,13,5
1040,IDDE102284,2,50667,30,1,1,1,5,6,15,13,6,1,3,1,8,12,5
1041,IDDE102285,1,44628,25,1,1,1,2,3,1,1,8,1,3,1,9,15,5
1042,IDDE102286,2,50670,23,1,1,1,4,6,1,1,7,6,4,0,9,13,5
1043,IDDE102287,1,22549,58,1,1,1,8,6,1,6,1,1,2,0,9,3,5
1044,IDDE102288,2,47804,70,1,1,1,10,6,10,9,5,1,3,1,9,1,5
1045,IDDE102289,2,56412,20,1,1,1,8,6,5,1,2,2,4,0,1,13,5
1046,IDDE102290,1,12489,23,2,2,2,1,5,5,1,7,6,1,0,9,13,5
1047,IDDE102291,2,23970,48,1,1,1,3,4,15,7,1,2,2,0,9,3,5
1048,IDDE102292,1,91757,35,1,1,1,9,6,7,1,1,1,4,2,9,1,5
1049,IDDE102293,2,76891,34,1,1,1,8,4,1,1,2,1,5,3,1,9,5
1050,IDDE102294,1,13407,59,1,1,1,8,4,1,7,1,1,2,0,9,14,5
1051,IDDE102295,1,76689,25,1,1,1,9,4,13,7,1,6,2,0,9,3,5
1052,IDDE102296,2,22041,32,1,1,1,4,6,5,2,1,6,1,0,9,4,5
1053,IDDE102297,2,42549,32,1,1,1,6,6,1,1,2,1,4,2,9,14,5
1054,IDDE102298,1,70469,37,1,1,1,9,5,2,9,1,1,4,2,9,7,5
1056,IDDE102299,2,35287,47,1,1,1,8,6,10,11,11,4,4,3,1,1,5
1057,IDDE102300,1,12169,36,1,1,1,5,6,1,4,1,6,1,0,2,5,5
1058,IDDE102301,2,47906,49,1,1,1,3,4,1,8,2,4,1,0,9,15,5
1059,IDDE102302,2,71394,43,1,2,2,7,4,1,2,6,1,4,2,6,3,5
1060,IDDE102303,1,72622,30,1,2,2,10,5,5,1,7,6,4,0,6,13,5
1061,IDDE102304,1,53177,73,1,1,1,6,4,10,10,5,4,2,0,2,1,5
1062,IDDE102305,2,63179,22,1,1,1,8,6,7,1,1,6,3,0,1,3,5
1063,IDDE102306,2,58119,34,1,1,1,4,4,1,4,1,6,1,0,9,5,5
1064,IDDE102307,1,63150,68,1,1,1,1,4,1,7,5,1,2,0,9,2,5
1065,IDDE102308,2,9353,54,1,1,1,2,4,4,6,1,2,2,0,9,6,5
1066,IDDE102309,2,88416,40,1,1,1,8,6,15,4,3,1,7,5,3,5,5
1067,IDDE102310,1,56077,40,1,1,1,9,6,1,10,1,1,4,2,2,1,5
1068,IDDE102311,1,35085,56,1,1,1,9,6,10,11,1,1,3,1,9,2,5
1069,IDDE102312,2,97253,42,2,2,2,10,6,12,11,1,1,4,2,9,1,5
1070,IDDE102313,1,44135,21,1,1,1,4,6,1,12,7,6,5,0,9,13,5
1071,IDDE102314,2,91788,59,1,1,1,2,4,13,2,1,3,1,0,9,11,5
1072,IDDE102315,1,61184,44,1,1,1,2,6,10,1,3,6,1,0,2,1,5
1073,IDDE102316,2,45355,38,1,1,1,3,4,1,8,2,4,3,1,1,7,5
1074,IDDE102317,2,74847,25,1,2,2,1,6,15,1,2,6,6,0,6,1,5
1075,IDDE102318,1,26919,29,1,1,1,5,4,5,11,1,6,2,0,9,3,5
1076,IDDE102319,2,4299,57,1,1,1,5,4,3,6,1,4,1,0,9,7,5
1077,IDDE102320,2,61352,66,1,1,1,2,3,1,7,5,4,1,0,9,3,5
1078,IDDE102321,2,30163,55,1,1,1,2,4,1,7,2,6,1,0,2,5,5
1079,IDDE102322,2,52355,34,1,1,1,6,4,1,6,10,6,3,1,1,4,5
1080,IDDE102323,2,19370,19,1,1,1,1,4,1,12,7,6,3,1,9,5,5
1081,IDDE102324,2,51381,42,1,2,2,9,6,3,10,1,2,4,2,5,3,5
1082,IDDE102325,2,9113,47,1,1,1,8,4,1,7,6,1,4,2,9,15,5
1083,IDDE102326,2,28832,49,1,1,1,1,7,15,11,5,6,1,0,9,15,5
1084,IDDE102327,1,91054,28,1,1,1,1,6,7,12,7,6,1,0,9,13,5
1085,IDDE102328,1,41169,79,1,1,1,10,6,10,11,5,1,2,0,2,2,5
1086,IDDE102329,2,88356,23,1,1,1,3,6,1,7,7,8,2,0,6,13,5
1087,IDDE102330,3,38106,26,1,1,1,1,6,7,1,2,1,1,0,9,1,5
1088,IDDE102331,2,22523,25,1,1,1,2,6,1,1,1,6,1,0,9,4,5
1089,IDDE102332,1,33719,27,1,1,1,5,4,1,8,1,6,1,0,9,9,5
1090,IDDE102333,1,4177,42,1,1,1,2,6,1,1,6,4,2,1,9,1,5
1091,IDDE102334,1,28309,34,1,1,1,7,6,1,1,1,6,2,0,9,8,5
1092,IDDE102335,1,31234,35,1,1,1,8,5,2,10,1,1,3,0,9,4,5
1093,IDDE102336,1,74177,33,1,1,1,10,4,11,7,1,1,5,3,9,2,5
1095,IDDE102337,2,92439,23,1,1,2,6,4,6,10,1,6,2,0,1,3,5
1096,IDDE102338,1,30853,32,1,2,2,4,6,5,1,1,6,1,0,1,3,5
1098,IDDE102339,2,10409,32,1,1,1,8,6,7,11,10,1,3,1,9,1,5
1099,IDDE102340,2,86477,77,2,2,1,2,4,15,13,5,3,1,0,9,3,5
1100,IDDE102341,2,73728,34,1,1,1,7,5,5,7,2,1,3,1,1,3,5
1101,IDDE102342,1,22844,44,1,1,1,5,5,13,10,1,1,4,2,8,3,5
1102,IDDE102343,1,53123,58,1,1,1,9,5,14,5,1,6,1,0,2,3,5
1103,IDDE102344,2,77761,62,1,1,1,5,4,1,11,6,1,2,0,1,14,5
1104,IDDE102345,2,24114,34,1,1,1,3,7,7,1,1,6,1,0,9,3,5
